id_student,name,gender,region,highest_education,imd_band,age_band,disability
601356,Paula Greene,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N
601616,Brianna Ha,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
601862,Joyce Perkins,F,Wales,Lower Than A Level,60-70%,0-35,N
602815,Joan Vautour,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N
602898,Jenna Zych,F,London Region,Lower Than A Level,50-60%,0-35,N
602929,Jannie Bowman,F,South Region,Lower Than A Level,60-70%,0-35,N
602991,Jane Conlin,F,North Western Region,A Level or Equivalent,80-90%,35-55,N
603061,Laura Dyal,F,Ireland,Lower Than A Level,50-60%,35-55,N
603112,Avis Kane,F,South Region,Lower Than A Level,50-60%,0-35,N
603348,Audrey Dandrea,F,South Region,Lower Than A Level,40-50%,0-35,N
603543,Mabel Diaz,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N
603739,Elisa Williams,F,South West Region,Lower Than A Level,20-30%,0-35,N
603762,Sarah Ferrell,F,South East Region,A Level or Equivalent,50-60%,0-35,N
603888,Laura Dunbar,F,Ireland,Lower Than A Level,70-80%,35-55,N
604106,Mercedes Clegg,F,South West Region,Lower Than A Level,30-40%,0-35,N
604267,Lucia Robertson,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
604375,Mattie Malone,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,N
605388,Gladys Marino,F,Scotland,A Level or Equivalent,90-100%,0-35,N
605474,Mary Sellers,F,Scotland,A Level or Equivalent,30-40%,0-35,N
605597,Patricia Warner,F,Scotland,HE Qualification,40-50%,0-35,N
605672,Harriet Franke,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N
605693,Kathleen Jones,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N
605771,Margaret Soehl,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,Y
605956,Virginia Trower,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
605971,Patricia Gordon,F,North Western Region,A Level or Equivalent,20-30%,0-35,N
605996,Ann Scott,F,Ireland,A Level or Equivalent,50-60%,0-35,N
606069,Elizabeth Thomas,F,Wales,Lower Than A Level,30-40%,0-35,N
606075,Janet Houle,F,Ireland,Lower Than A Level,60-70%,0-35,N
606155,Karen Stansbury,F,North Western Region,Lower Than A Level,60-70%,0-35,N
606313,Colleen Orsi,F,Scotland,HE Qualification,60-70%,35-55,Y
606335,Greta Maillet,F,North Western Region,A Level or Equivalent,40-50%,0-35,Y
606501,Shirley Vescio,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
606529,Roger Petela,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N
606634,Lia Jesse,F,East Midlands Region,Lower Than A Level,30-40%,35-55,N
606690,Patricia Grass,F,Yorkshire Region,HE Qualification,80-90%,0-35,N
607108,Judith Pearson,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N
607220,Pauletta Stephens,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
607339,Brenda Huff,F,North Western Region,A Level or Equivalent,0-10%,0-35,N
607380,Ena Emerson,F,South East Region,A Level or Equivalent,10-20,0-35,N
607436,Joan Rivero,F,London Region,Lower Than A Level,20-30%,35-55,Y
607487,Diana Penn,F,East Anglian Region,No Formal quals,20-30%,0-35,N
607529,Iva Harden,F,Scotland,HE Qualification,50-60%,0-35,N
607646,Michelle Langone,F,London Region,Lower Than A Level,10-20,0-35,N
607678,Kathleen Clay,F,East Anglian Region,No Formal quals,30-40%,0-35,N
607953,Melody Hall,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N
607973,Natalie Shipley,F,North Region,HE Qualification,30-40%,0-35,N
608104,Maria Garcia,F,South Region,A Level or Equivalent,90-100%,35-55,N
608110,Michele Brown,F,South West Region,A Level or Equivalent,20-30%,0-35,N
608164,Denver Love,M,South West Region,HE Qualification,70-80%,35-55,N
608407,Jeannette Powell,F,North Region,Lower Than A Level,20-30%,0-35,N
608774,Susan Garrett,F,Scotland,Lower Than A Level,0-10%,35-55,N
608961,Emma Kelley,F,North Western Region,HE Qualification,10-20,0-35,N
609282,Ingrid Church,F,West Midlands Region,Lower Than A Level,10-20,35-55,N
609426,Kim Ramey,F,Wales,Lower Than A Level,10-20,0-35,N
609596,Sara Castellon,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N
610239,Annie Coleman,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N
610340,Carmen Hall,F,Wales,Lower Than A Level,20-30%,35-55,N
610416,Michelle Todd,F,South East Region,Lower Than A Level,30-40%,35-55,N
610494,Janet Lawrence,F,Wales,Lower Than A Level,10-20,0-35,N
610531,Ruth Lyons,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N
610589,Ruthie Cooley,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,Y
610759,Bobbie Burns,F,South East Region,HE Qualification,60-70%,35-55,N
611233,Tim Grieb,M,South East Region,Lower Than A Level,60-70%,35-55,N
611348,Jacklyn Garcia,F,London Region,HE Qualification,20-30%,0-35,N
611475,Yolanda Seabrooke,F,South East Region,Lower Than A Level,70-80%,35-55,N
611586,Ruth Bray,F,North Western Region,Lower Than A Level,0-10%,0-35,N
611649,Kirsten Barrera,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N
611719,Catherine Hulburt,F,West Midlands Region,Lower Than A Level,10-20,0-35,N
611732,Nancy Reed,F,North Western Region,Lower Than A Level,40-50%,0-35,N
611816,Charles Bird,M,London Region,Lower Than A Level,20-30%,35-55,N
611974,Margaret Barton,F,North Western Region,Lower Than A Level,0-10%,0-35,N
611977,Hilma Simpson,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N
611979,Alton Skeesick,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
612082,Estelle Zarek,F,Scotland,HE Qualification,50-60%,0-35,N
612113,Erica Kennard,F,Wales,A Level or Equivalent,0-10%,35-55,N
612120,Marian Miller,F,East Midlands Region,Lower Than A Level,70-80%,0-35,N
612212,Kristin Pereira,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,Y
612370,Jean Bush,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
612395,Edna Scott,F,West Midlands Region,Lower Than A Level,30-40%,35-55,N
612396,Audrey Jeffers,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N
612561,Jennifer Smith,F,West Midlands Region,Lower Than A Level,60-70%,0-35,N
612600,Carrie Boyd,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N
612721,Christina Olson,F,South West Region,A Level or Equivalent,50-60%,35-55,N
612756,Sharon Smalls,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
612841,Deborah Rowe,F,Wales,A Level or Equivalent,90-100%,0-35,N
612862,Lois Cook,F,South Region,A Level or Equivalent,90-100%,0-35,N
612919,Vickey Coonrod,F,Scotland,A Level or Equivalent,20-30%,35-55,N
613038,Beverly Thompson,F,North Western Region,HE Qualification,50-60%,35-55,N
613047,Linda Harvey,F,Scotland,Lower Than A Level,20-30%,35-55,N
613093,Amy Bales,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N
613161,Jennifer Burnett,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
613170,Krystal Mccollough,F,South West Region,Lower Than A Level,80-90%,0-35,N
613205,Alice Dinkins,F,South West Region,A Level or Equivalent,30-40%,0-35,N
613299,Mallie Parker,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N
613355,Jim Harrison,M,Wales,A Level or Equivalent,60-70%,35-55,N
613426,Julie Driggers,F,Wales,Lower Than A Level,10-20,0-35,N
613512,Devon Mcdivitt,F,North Western Region,Lower Than A Level,40-50%,0-35,N
613559,Nancy Silver,F,London Region,HE Qualification,20-30%,0-35,N
613586,Jennifer Piacente,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N
613641,Blanca Snelgrove,F,Yorkshire Region,HE Qualification,30-40%,0-35,N
613703,Stephanie Carreno,F,Wales,Lower Than A Level,0-10%,0-35,Y
613718,Carla Donahue,F,Ireland,A Level or Equivalent,90-100%,0-35,N
613722,Kimberly Reed,F,North Western Region,Lower Than A Level,20-30%,0-35,N
613743,Kristina Rolon,F,Wales,HE Qualification,70-80%,35-55,N
613791,Sara Dufresne,F,Scotland,A Level or Equivalent,10-20,0-35,N
613832,Stephanie Hack,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N
613842,Ruth Conder,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
613856,Nora Don,F,North Western Region,Lower Than A Level,10-20,0-35,N
613864,Claudia Garr,F,East Anglian Region,No Formal quals,20-30%,0-35,N
613874,Mattie Santana,F,East Anglian Region,HE Qualification,30-40%,0-35,N
613881,Hannah Newberry,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
613896,Damaris Foster,F,East Midlands Region,HE Qualification,30-40%,0-35,N
613932,Christine Simpson,F,Wales,Lower Than A Level,80-90%,0-35,N
613946,Mary Nagel,F,East Midlands Region,Lower Than A Level,90-100%,35-55,N
613983,Esther Bock,F,North Western Region,A Level or Equivalent,0-10%,0-35,N
614039,Apryl Martinez,F,Wales,A Level or Equivalent,40-50%,35-55,N
614117,Rosina Rayome,F,East Anglian Region,HE Qualification,30-40%,0-35,N
614130,Andrea Gross,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,N
614212,Fannie Mcginty,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N
614270,Zelma Gerwitz,F,South East Region,A Level or Equivalent,50-60%,0-35,N
614357,Janet Benjamin,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N
614403,Dianne Rush,F,North Region,Lower Than A Level,60-70%,35-55,N
614561,Anita Holmes,F,South West Region,Lower Than A Level,40-50%,0-35,N
614562,Thomas Bowers,M,South Region,Lower Than A Level,0-10%,0-35,N
614583,Alice Massey,F,East Anglian Region,HE Qualification,30-40%,0-35,N
614586,Patricia Cervantes,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N
614601,Marvin Bruce,M,South East Region,A Level or Equivalent,30-40%,0-35,Y
614629,Timothy Drennan,M,London Region,HE Qualification,0-10%,35-55,N
614668,Helen Andrade,F,Wales,A Level or Equivalent,90-100%,0-35,N
614693,Rebekah Spencer,F,Wales,Lower Than A Level,60-70%,35-55,N
614728,Yolanda White,F,South Region,A Level or Equivalent,40-50%,0-35,N
614732,Anthony Patton,M,South Region,A Level or Equivalent,40-50%,0-35,N
614734,Sharon Brooks,F,South Region,A Level or Equivalent,30-40%,0-35,N
614738,Edward Anderson,M,South Region,A Level or Equivalent,60-70%,0-35,N
614741,Jennifer Young,F,South Region,Lower Than A Level,60-70%,0-35,N
614742,Marylou Taylor,F,South Region,A Level or Equivalent,40-50%,0-35,N
614744,Bradley Brust,M,South Region,A Level or Equivalent,70-80%,35-55,N
614745,Melvin Dahlman,M,South Region,A Level or Equivalent,70-80%,35-55,N
614813,Esther Kluge,F,Yorkshire Region,No Formal quals,0-10%,0-35,N
614871,Malika Wixom,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N
614909,Morgan Prat,F,Scotland,A Level or Equivalent,30-40%,0-35,N
615018,Shauna Marlowe,F,London Region,A Level or Equivalent,10-20,0-35,Y
615025,Jodi Lapp,F,West Midlands Region,Lower Than A Level,20-30%,0-35,Y
615028,Pauline Nievas,F,Wales,A Level or Equivalent,50-60%,0-35,N
615047,Ethel Eckman,F,South West Region,Lower Than A Level,30-40%,0-35,N
615090,Gloria Minor,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
615173,Shawnta Hall,F,North Western Region,A Level or Equivalent,0-10%,0-35,N
615212,Joy Hill,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N
615218,Christie Mejia,F,North Western Region,Lower Than A Level,10-20,0-35,Y
615259,Hae Madden,F,South East Region,A Level or Equivalent,30-40%,0-35,N
615319,April Nagy,F,South West Region,A Level or Equivalent,80-90%,0-35,N
615443,Nichole Liberty,F,South East Region,A Level or Equivalent,30-40%,0-35,N
616332,Carmela Chu,F,London Region,Lower Than A Level,20-30%,0-35,Y
616354,Paula Wiegand,F,Wales,Lower Than A Level,0-10%,0-35,N
616361,Theresa Bazemore,F,East Midlands Region,Lower Than A Level,10-20,0-35,N
616377,Evelyn Clifton,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N
616414,Cora Burgess,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N
616428,Lettie Richter,F,North Western Region,HE Qualification,0-10%,0-35,N
616464,Danita Howley,F,North Western Region,A Level or Equivalent,80-90%,0-35,N
616511,Irma Zepeda,F,South West Region,A Level or Equivalent,80-90%,35-55,N
616526,Ruby Vigil,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y
616536,Debbie Jarrell,F,South Region,Lower Than A Level,10-20,0-35,N
616670,Anna Williams,F,Scotland,A Level or Equivalent,0-10%,0-35,N
616739,Karen Wiley,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N
616809,Candyce Cardwell,F,North Western Region,Lower Than A Level,50-60%,35-55,N
616816,Sandra Berry,F,London Region,A Level or Equivalent,30-40%,35-55,N
616848,Kelly Rodriguez,F,North Region,Lower Than A Level,,0-35,N
616914,Maria Anthony,F,London Region,Lower Than A Level,30-40%,0-35,N
616919,Diane Young,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
617012,David Rider,M,Scotland,Lower Than A Level,40-50%,0-35,N
617126,Jodi Brooks,F,Scotland,HE Qualification,60-70%,35-55,N
617134,Donna Freeders,F,Scotland,Lower Than A Level,70-80%,35-55,N
617140,Linda Throop,F,North Western Region,Lower Than A Level,90-100%,0-35,N
617146,Sarah Schlick,F,Wales,Lower Than A Level,20-30%,0-35,N
617147,Elsa Scanlon,F,Wales,Lower Than A Level,60-70%,0-35,N
617190,Anita Huling,F,London Region,Lower Than A Level,50-60%,0-35,N
617225,Dana Libby,F,North Region,Lower Than A Level,10-20,35-55,N
617287,Mary Holtzclaw,F,London Region,A Level or Equivalent,10-20,0-35,Y
617296,Sheila Slape,F,South Region,Lower Than A Level,70-80%,0-35,N
617297,Courtney Kirschner,F,Wales,Lower Than A Level,10-20,0-35,N
617525,Marion Willis,F,London Region,A Level or Equivalent,60-70%,0-35,N
617556,Glenda Mckibben,F,North Region,A Level or Equivalent,0-10%,0-35,N
617560,Lena Mcbain,F,South West Region,A Level or Equivalent,70-80%,0-35,N
617576,Kathy Fox,F,Wales,A Level or Equivalent,30-40%,0-35,N
617714,Elizabeth Mudd,F,London Region,Lower Than A Level,70-80%,0-35,N
617717,Linda Derrico,F,North Western Region,A Level or Equivalent,0-10%,35-55,N
617764,Mary Stumpff,F,Wales,Lower Than A Level,70-80%,0-35,N
617792,Shawnna Soucy,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,N
617813,Tiana Mcdowell,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,N
617843,Claudia Jenney,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N
617905,Helen Hopkins,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,N
617950,Cheryl Pruitt,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N
617959,Susan Wheeler,F,Yorkshire Region,HE Qualification,0-10%,0-35,N
618054,Ashlee Flores,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N
618108,Mari Mcclain,F,Scotland,Lower Than A Level,20-30%,0-35,N
618137,Betty Miller,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
618145,Sarah Cianfrini,F,South East Region,A Level or Equivalent,20-30%,0-35,N
618151,Ruth Martin,F,Wales,Lower Than A Level,50-60%,35-55,Y
618197,Norma Lozano,F,South East Region,Lower Than A Level,20-30%,0-35,N
618205,Gina Barocio,F,Wales,Lower Than A Level,40-50%,35-55,N
618258,Carmen Sirles,F,Scotland,HE Qualification,20-30%,35-55,N
618265,Diane Simpson,F,Wales,A Level or Equivalent,70-80%,35-55,N
618292,Juana Amaro,F,London Region,Lower Than A Level,10-20,0-35,N
618360,Patricia Jones,F,North Western Region,A Level or Equivalent,80-90%,0-35,N
618362,Delma Cooper,F,South Region,A Level or Equivalent,10-20,0-35,N
618399,Tammy Thomas,F,London Region,A Level or Equivalent,10-20,0-35,N
618534,Kelly Huggins,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N
618539,Brent Barr,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,Y
618586,Tracy Morgan,F,London Region,Lower Than A Level,10-20,0-35,N
618631,Sara Musial,F,Scotland,Lower Than A Level,50-60%,0-35,N
618632,Georgina Terrance,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
618670,Connie Jones,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N
618673,Diane Culberson,F,North Western Region,Lower Than A Level,0-10%,0-35,Y
618710,Teresa Stien,F,North Western Region,A Level or Equivalent,0-10%,0-35,N
618784,Charlotte Wilson,F,South West Region,Lower Than A Level,50-60%,0-35,N
618816,Louise Atkinson,F,London Region,Lower Than A Level,0-10%,0-35,N
618858,Vickie Woodruff,F,London Region,Lower Than A Level,20-30%,0-35,N
618869,Angela Spencer,F,North Western Region,A Level or Equivalent,30-40%,0-35,N
618870,Ashley Pickens,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N
618882,Doreen Penson,F,North Western Region,A Level or Equivalent,10-20,0-35,Y
618951,Loraine Bowser,F,South West Region,A Level or Equivalent,0-10%,0-35,N
618957,April White,F,London Region,Lower Than A Level,10-20,0-35,N
618965,Hannah Feldmann,F,South Region,Lower Than A Level,10-20,35-55,N
618981,Tiffany Beadle,F,Scotland,Lower Than A Level,50-60%,0-35,N
619054,Marie Jones,F,Scotland,HE Qualification,60-70%,0-35,N
619161,Sophie Weathersby,F,Wales,Lower Than A Level,20-30%,35-55,Y
619196,Karen Isbell,F,London Region,A Level or Equivalent,0-10%,35-55,N
619207,Jeannine Olson,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N
619265,Stacey Morgan,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N
619288,Caitlin Obannon,F,South West Region,Lower Than A Level,20-30%,35-55,N
619311,Priscilla Walsh,F,London Region,Lower Than A Level,10-20,0-35,N
619330,Raymond Newsome,M,Scotland,A Level or Equivalent,50-60%,0-35,N
619471,Marina Hok,F,Wales,HE Qualification,40-50%,0-35,N
619508,Bertha Walden,F,London Region,HE Qualification,20-30%,0-35,N
619901,Jennifer Streb,F,London Region,HE Qualification,10-20,0-35,N
619980,Kent Martin,M,Scotland,HE Qualification,70-80%,0-35,N
620018,Jeanette Ogan,F,South East Region,A Level or Equivalent,30-40%,0-35,N
620047,Jannie Campbell,F,South West Region,Lower Than A Level,10-20,0-35,N
620072,Joyce Tatum,F,Scotland,Lower Than A Level,40-50%,0-35,N
620073,Lucy Kay,F,South Region,Lower Than A Level,60-70%,35-55,N
620092,Ellen Rosen,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N
620126,Patricia Huntsberger,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
620128,Marcy Geiger,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
620129,Rita Mcdaniel,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N
620175,Tina Jones,F,London Region,A Level or Equivalent,10-20,0-35,N
620220,Belinda Sigg,F,London Region,Lower Than A Level,50-60%,35-55,N
620230,Lauren Hise,F,South West Region,HE Qualification,0-10%,0-35,N
620257,Cynthia Scott,F,East Midlands Region,Lower Than A Level,90-100%,0-35,N
620283,Elaine Matthews,F,Ireland,Lower Than A Level,30-40%,0-35,N
620289,Yoshiko Bodine,F,Scotland,Lower Than A Level,0-10%,0-35,N
620304,Tim Gagne,M,West Midlands Region,Lower Than A Level,40-50%,35-55,N
620354,Caren Aiken,F,West Midlands Region,Lower Than A Level,50-60%,35-55,N
620389,Kimberly Rose,F,London Region,A Level or Equivalent,90-100%,0-35,N
620408,Benjamin Cutwright,M,South Region,A Level or Equivalent,50-60%,0-35,Y
620409,Florence Dotson,F,Wales,Lower Than A Level,0-10%,0-35,N
620427,Jannie Donald,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,N
620486,Erna Martin,F,Wales,A Level or Equivalent,60-70%,35-55,N
620507,Lorrie Johnson,F,South East Region,Lower Than A Level,60-70%,35-55,N
620546,Sally Greene,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N
620573,Agnes Demateo,F,North Region,A Level or Equivalent,80-90%,0-35,N
620694,Rebecca Sand,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,N
620791,Mary Hinkle,F,South Region,Lower Than A Level,50-60%,0-35,N
620865,Betty Richey,F,North Western Region,Lower Than A Level,10-20,0-35,N
620889,Mary Maurer,F,South East Region,A Level or Equivalent,30-40%,0-35,N
620922,Rhoda Howell,F,North Western Region,Lower Than A Level,10-20,0-35,N
